source,target,Typ,label,org_conviction_1,org_country_1,org_continent_1,org_conviction_2,org_country_2,org_continent_2,international,intercontinental
freedomworks,national taxpayers union,Undirected,nan swift,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
defenders of property rights,"environmental conservation organization, inc.",Undirected,nancie g. marzulla,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
defenders of property rights,freedom21,Undirected,nancie g. marzulla,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
"environmental conservation organization, inc.",freedom21,Undirected,nancie g. marzulla,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center for media and public affairs,statistical assessment service,Undirected,nell minow,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
council for national policy,john birch society,Undirected,nelson bunker hunt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center for media and public affairs,statistical assessment service,Undirected,newton minow,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
environmental literacy council,independent commission on environmental education,Undirected,nicholas eberstadt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
environmental literacy council,statistical assessment service,Undirected,nicholas eberstadt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
independent commission on environmental education,statistical assessment service,Undirected,nicholas eberstadt,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
fondation pour linnovation politique,fondation ecologie davenir,Undirected,nicole le douarin,,france,europe,,france,europe,FALSE,FALSE
democracy institute,institute for humane studies,Undirected,nigel ashford,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
democracy institute,liberty league,Undirected,nigel ashford,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
institute for humane studies,liberty league,Undirected,nigel ashford,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
bruges group,europe of freedom democracy,Undirected,nigel farage,unconvinced of agw,uk,europe,,europe,europe,TRUE,FALSE
principia scientific international,clexit,Undirected,nils-axel mörner,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
principia scientific international,independent committee on geoethics,Undirected,nils-axel mörner,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
principia scientific international,eike,Undirected,nils-axel mörner,unconvinced of agw,usa,north america,unconvinced of agw,germany,europe,TRUE,TRUE
clexit,independent committee on geoethics,Undirected,nils-axel mörner,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
clexit,eike,Undirected,nils-axel mörner,unconvinced of agw,usa,north america,unconvinced of agw,germany,europe,TRUE,TRUE
independent committee on geoethics,eike,Undirected,nils-axel mörner,unconvinced of agw,uk,europe,unconvinced of agw,germany,europe,TRUE,FALSE
ludwig von mises institute,john locke institute,Undirected,norman barry,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
ludwig von mises institute,civitas,Undirected,norman barry,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
john locke institute,civitas,Undirected,norman barry,,usa,north america,,uk,europe,TRUE,TRUE
bruges group,freedom organisation for the right to enjoy smoking tobacco,Undirected,norman stone,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
principia scientific international,no cap-and-trade coalition,Undirected,north,unconvinced of agw,usa,north america,unconvinced of agw,unknown,unknown,TRUE,TRUE
corporate europe observatory,spinwatch,Undirected,olivier hoedeman,convinced of agw,belgium,europe,convinced of agw,europe,europe,TRUE,FALSE
liberales institut,institut constant de rebecque,Undirected,paolo pamini,unconvinced of agw,switzerland,europe,,switzerland,europe,FALSE,FALSE
ludwig von mises institute,forces,Undirected,pascal salin,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
ludwig von mises institute,institute of economic affairs,Undirected,pascal salin,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
ludwig von mises institute,liberales institut,Undirected,pascal salin,unconvinced of agw,usa,north america,unconvinced of agw,switzerland,europe,TRUE,TRUE
ludwig von mises institute,la main invisible,Undirected,pascal salin,unconvinced of agw,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
ludwig von mises institute,institut constant de rebecque,Undirected,pascal salin,unconvinced of agw,usa,north america,,switzerland,europe,TRUE,TRUE
ludwig von mises institute,association pour la liberta conomique et le progress social,Undirected,pascal salin,unconvinced of agw,usa,north america,,france,europe,TRUE,TRUE
ludwig von mises institute,mont pelerin society,Undirected,pascal salin,unconvinced of agw,usa,north america,,global,global,TRUE,TRUE
forces,institute of economic affairs,Undirected,pascal salin,,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
forces,liberales institut,Undirected,pascal salin,,usa,north america,unconvinced of agw,switzerland,europe,TRUE,TRUE
forces,la main invisible,Undirected,pascal salin,,usa,north america,unconvinced of agw,france,europe,TRUE,TRUE
forces,institut constant de rebecque,Undirected,pascal salin,,usa,north america,,switzerland,europe,TRUE,TRUE
forces,association pour la liberta conomique et le progress social,Undirected,pascal salin,,usa,north america,,france,europe,TRUE,TRUE
forces,mont pelerin society,Undirected,pascal salin,,usa,north america,,global,global,TRUE,TRUE
institute of economic affairs,liberales institut,Undirected,pascal salin,unconvinced of agw,uk,europe,unconvinced of agw,switzerland,europe,TRUE,FALSE
institute of economic affairs,la main invisible,Undirected,pascal salin,unconvinced of agw,uk,europe,unconvinced of agw,france,europe,TRUE,FALSE
institute of economic affairs,institut constant de rebecque,Undirected,pascal salin,unconvinced of agw,uk,europe,,switzerland,europe,TRUE,FALSE
institute of economic affairs,association pour la liberta conomique et le progress social,Undirected,pascal salin,unconvinced of agw,uk,europe,,france,europe,TRUE,FALSE
institute of economic affairs,mont pelerin society,Undirected,pascal salin,unconvinced of agw,uk,europe,,global,global,TRUE,TRUE
liberales institut,la main invisible,Undirected,pascal salin,unconvinced of agw,switzerland,europe,unconvinced of agw,france,europe,TRUE,FALSE
liberales institut,institut constant de rebecque,Undirected,pascal salin,unconvinced of agw,switzerland,europe,,switzerland,europe,FALSE,FALSE
liberales institut,association pour la liberta conomique et le progress social,Undirected,pascal salin,unconvinced of agw,switzerland,europe,,france,europe,TRUE,FALSE
liberales institut,mont pelerin society,Undirected,pascal salin,unconvinced of agw,switzerland,europe,,global,global,TRUE,TRUE
la main invisible,institut constant de rebecque,Undirected,pascal salin,unconvinced of agw,france,europe,,switzerland,europe,TRUE,FALSE
la main invisible,association pour la liberta conomique et le progress social,Undirected,pascal salin,unconvinced of agw,france,europe,,france,europe,FALSE,FALSE
la main invisible,mont pelerin society,Undirected,pascal salin,unconvinced of agw,france,europe,,global,global,TRUE,TRUE
institut constant de rebecque,association pour la liberta conomique et le progress social,Undirected,pascal salin,,switzerland,europe,,france,europe,TRUE,FALSE
institut constant de rebecque,mont pelerin society,Undirected,pascal salin,,switzerland,europe,,global,global,TRUE,TRUE
association pour la liberta conomique et le progress social,mont pelerin society,Undirected,pascal salin,,france,europe,,global,global,TRUE,TRUE
american environmental coalition,new hope environmental services,Undirected,pat michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american environmental coalition,council for national policy,Undirected,pat robertson,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
democracy institute,the free society,Undirected,patrick basham,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
ashbrook center for public affairs,claremont institute,Undirected,patrick j. garrity,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,greening earth society,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,independent commission on environmental education,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,virginia institute for public policy,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
consumer alert,american council on science and health,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
greening earth society,independent commission on environmental education,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
greening earth society,virginia institute for public policy,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
greening earth society,american council on science and health,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
independent commission on environmental education,virginia institute for public policy,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
independent commission on environmental education,american council on science and health,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
virginia institute for public policy,american council on science and health,Undirected,patrick j. michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
australian taxpayer alliance,center for the study of science,Undirected,patrick michaels,,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
australian taxpayer alliance,"weidenbaum center on the economy, government, and public policy",Undirected,patrick michaels,,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
center for the study of science,"weidenbaum center on the economy, government, and public policy",Undirected,patrick michaels,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
bruges group,institute of economic affairs,Undirected,patrick minford,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
bruges group,the freedom association,Undirected,patrick minford,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
institute of economic affairs,the freedom association,Undirected,patrick minford,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
clexit,independent committee on geoethics,Undirected,patrick moore,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
american tradition institute,beacon hill institute,Undirected,paul bachman,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american tradition institute,commonwealth foundation for public policy alternatives,Undirected,paul chesser,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american tradition institute,national legal and policy center,Undirected,paul chesser,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
