person;organisation;wiki_page;cat_agw_opinion;cat_occupation;cat_relgion_opinion;cat_topic;Page_Link
Christopher J. Kobus;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christopher_J._Kobus
Rik Leemans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rik_Leemans
Manuel Maggio;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Manuel_Maggio
Rupert Murdoch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rupert_Murdoch
David Orrell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Orrell
Donald G. Baker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Donald_G._Baker
Klaus Poggendorf;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Klaus_Poggendorf
Jim Salinger;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jim_Salinger
Philip Sherwell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Philip_Sherwell
Gerd Stender;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gerd_Stender
Maggie M. Thornton;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Maggie_M._Thornton
Mihir Bhatt;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mihir_Bhatt
Douglas Brinkley;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Douglas_Brinkley
William L. Chameides;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_L._Chameides
Clive Crook;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Clive_Crook
Piotr Djak̟w;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Piotr_Djak%C3%B3w
Paulina Essunger;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paulina_Essunger
Claus Fr̦hlich;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Claus_Fr%C3%B6hlich
Richard F. Gordon, Jr.;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_F._Gordon,_Jr.
Ed Hoskins;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ed_Hoskins
Raymond J. Jones;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Raymond_J._Jones
Fiona Kobusingye;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Fiona_Kobusingye
Roy Leep;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Roy_Leep
Malte Meinshausen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Malte_Meinshausen
Girma J. Orssengo;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Girma_J._Orssengo
Anton Bakker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Anton_Bakker
Renato Angelo Ricci;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Renato_Angelo_Ricci
Steven Sherwood;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steven_Sherwood
Werner Stenzig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Werner_Stenzig
Tim Thornton;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tim_Thornton
Samuel Brittan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Samuel_Brittan
Ralph Dlugi;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ralph_Dlugi
John R. Etherington;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_R._Etherington
Mike Adams;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Adams
Robert Gordon;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Gordon
Jon Hartzler;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jon_Hartzler
Sylvia Hosman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Sylvia_Hosman
Paul LePage;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_LePage
Bill Maher;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bill_Maher
Irina Melnikova;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Irina_Melnikova
Stephen Murgatroyd;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stephen_Murgatroyd
̉ke Ortmark;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=%C3%85ke_Ortmark
Huub H. C. Bakker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Huub_H._C._Bakker
Geoffrey Pohanka;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Geoffrey_Pohanka
Rich Trzupek;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rich_Trzupek
Cora Stephan;;own_page;; journalists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cora_Stephan
John Thune;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Thune
J. Eric Bickel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=J._Eric_Bickel
Frank Britton;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Frank_Britton
Stanley Alcide Changnon;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stanley_Alcide_Changnon
Janice Shaw Crouse;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Janice_Shaw_Crouse
Lou Dobbs;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Lou_Dobbs
Amitai Etzioni;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Amitai_Etzioni
Ivan Frolov;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ivan_Frolov
Sandy Adams;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Sandy_Adams
Vicky Hartzler;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Vicky_Hartzler
Verity Jones;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Verity_Jones
Dieter-Lebrecht Koch;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dieter-Lebrecht_Koch
Wouter Lefebvre;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wouter_Lefebvre
Jeffrey A. Mahn;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jeffrey_A._Mahn
R. H. Meloen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=R._H._Meloen
Dick Muri;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dick_Muri
Scott Osborn;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Scott_Osborn
Kevin Baldeosingh;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kevin_Baldeosingh
Boylan Point;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Boylan_Point
Francis Richard;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Francis_Richard
Peter Salonius;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Salonius
Bret Stephens;;own_page;; journalists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bret_Stephens
Wolfgang Th̟ne;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wolfgang_Th%C3%BCne
Barry R. Bickmore;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Barry_R._Bickmore
Henryk M. Broder;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Henryk_M._Broder
Phil Chapman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Phil_Chapman
David Crowe;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Crowe
John Dodds;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Dodds
Robin Eubanks;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robin_Eubanks
Manuel Frondel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Manuel_Frondel
Scott Adams;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Scott_Adams
Hot Marijke;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hot_Marijke
Walter B. Jones;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Walter_B._Jones
Thorsten Koch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thorsten_Koch
Edward Maibach;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Edward_Maibach
Robert Mendelsohn;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Mendelsohn
Lisa Murkowski;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Lisa_Murkowski
Timothy J. Osborn;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Timothy_J._Osborn
Adam Baldwin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Adam_Baldwin
Pointman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pointman
Stephen Salter;;own_page;; scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stephen_Salter
John Shimkus;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Shimkus
Rainer Steppan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rainer_Steppan
Holger J. Thuss;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Holger_J._Thuss
Joe Biden;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Joe_Biden
Steven Brodie Tucker;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steven_Brodie_Tucker
Mona Charen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mona_Charen
Anthony Doerr;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Anthony_Doerr
Bill Evans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bill_Evans
Robert A. Frosch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_A._Frosch
Gio Batta Gori;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gio_Batta_Gori
Fiona Harvey;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Fiona_Harvey
Hub Hougland;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hub_Hougland
Daren Jonescu;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Daren_Jonescu
David Maillie;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_Maillie
Blanca Mendoza;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Blanca_Mendoza
Michael M̟rle;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michael_M%C3%BCrle
Volker Oschmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Volker_Oschmann
Bob Baldwin;;own_page; unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Baldwin
Oleg M. Pokrovsky;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Oleg_M._Pokrovsky
Thomas Richard;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Thomas_Richard
Imre Salusinszky;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Imre_Salusinszky
Bruce Sterling;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruce_Sterling
Pat Tiberi;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pat_Tiberi
John Brodie;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Brodie
John Charles;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Charles
Peter Doerell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Doerell
Cal Evans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cal_Evans
Peter C. Frumhoff;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_C._Frumhoff
Robert Aderholt;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Aderholt
Wim Harwig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wim_Harwig
John T. Houghton;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_T._Houghton
Hub Jongen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hub_Jongen
Jack Koenig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jack_Koenig
Philip W. Majerus;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Philip_W._Majerus
Amy Menefee Payne;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Amy_Menefee_Payne
Ian Murphy;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ian_Murphy
Curtis Osgood;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Curtis_Osgood
John W. Bales;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_W._Bales
Denise Salvagno;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Denise_Salvagno
Mike Tidwell;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mike_Tidwell
Leonhard Bienert;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Leonhard_Bienert
Jon Brodie;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jon_Brodie
Michel Crucifix;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Michel_Crucifix
Brian Fuchs;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_Fuchs
Charles Adler;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Charles_Adler
Pamela Gorman;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pamela_Gorman
Richard A. Houghton;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Richard_A._Houghton
Bo J̦nsson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bo_J%C3%B6nsson
William Koenig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=William_Koenig
Pierre Legrand;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pierre_Legrand
Val Majkus;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Val_Majkus
Robert Menendez;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Robert_Menendez
Balgis Osman-Elasha;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Balgis_Osman-Elasha
Rameshwar Bali;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rameshwar_Bali
Greg Pollowitz;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Greg_Pollowitz
Bruce Richardson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruce_Richardson
Gary Shore;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gary_Shore
Keith Stern;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Keith_Stern
Judy Biggert;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Judy_Biggert
Ivanka Charv́tov́;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ivanka_Charv%C3%A1tov%C3%A1
Paul J. Crutzen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_J._Crutzen
Harold H. Doiron;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Harold_H._Doiron
Gordon Evans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gordon_Evans
Geir Hasnes;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Geir_Hasnes
James P. Koermer;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=James_P._Koermer
Geoffrey Lehmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Geoffrey_Lehmann
Bruce Majors;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruce_Majors
Rex Murphy;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Rex_Murphy
Nikolai Osokin;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nikolai_Osokin
Jan Polman;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jan_Polman
Diederik Samson;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Diederik_Samson
Nicholas Stern;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Nicholas_Stern
Steve Tierney;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steve_Tierney
Adriaan Broere;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Adriaan_Broere
Timothy Chase;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Timothy_Chase
Ted Cruz;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ted_Cruz
Bob Dold;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Dold
Helen Evans;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Helen_Evans
Gordon Fulks;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gordon_Fulks
Hilde Adrion;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Hilde_Adrion
Kim Hassall;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kim_Hassall
Kerri Houston;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kerri_Houston
Alexandra Kohl;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alexandra_Kohl
Markus Lehmkuhl;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Markus_Lehmkuhl
Pavel Makarevich;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Pavel_Makarevich
Klaus-Dieter Mengel;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Klaus-Dieter_Mengel
Waltraud Ossenkopf;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Waltraud_Ossenkopf
Helmut P̦ltelt;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Helmut_P%C3%B6ltelt
David E. Shormann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=David_E._Shormann
Todd Stern;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Todd_Stern
Andre Bijkerk;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Andre_Bijkerk
Jane Chastain;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jane_Chastain
Ben Crystal;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ben_Crystal
Wolf Doleys;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Wolf_Doleys
Howard Evans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Howard_Evans
Werner Adrion;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Werner_Adrion
Paul Gosar;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Paul_Gosar
Kevin Hassett;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kevin_Hassett
Dietrich Hovestadt;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dietrich_Hovestadt
Stuart Jordan;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stuart_Jordan
Karin E. J. Kolland;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Karin_E._J._Kolland
Anastassia Makarieva;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Anastassia_Makarieva
Louise Mensch;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Louise_Mensch
Timothy F. Murphy;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Timothy_F._Murphy
Stephan Ossenkopp;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stephan_Ossenkopp
Jim Ball;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jim_Ball
Igor Polyakov;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Igor_Polyakov
Per-Olof Samuelsson;;own_page;;; libertarianism;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Per-Olof_Samuelsson
John Shotsky;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Shotsky
Steve Macdonald;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Steve_Macdonald
Utz Tillmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Utz_Tillmann
L.Z. Biktash;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=L.Z._Biktash
Peter Bromberg;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Bromberg
Gabriel Tibor Csanady;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gabriel_Tibor_Csanady
Lou Dolinar;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Lou_Dolinar
Myron Evans;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Myron_Evans
Tom Fuller;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Tom_Fuller
Werner Aeschbach-Hertig;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Werner_Aeschbach-Hertig
John Gosse;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=John_Gosse
Doc Hastings;;own_page;; politicians;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Doc_Hastings
Kent Hovind;;own_page;;; creationists;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kent_Hovind
Brian J̼rgensen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Brian_J%C3%B8rgensen
Gerbrand Komen;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gerbrand_Komen
Christoph Lein̙;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Christoph_Lein%C3%9F
Dave Murray;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Dave_Murray
Stu Ostro;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stu_Ostro
Bernhard Polzinger;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bernhard_Polzinger
Ronald Sancetta;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ronald_Sancetta
Bob Shoup;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bob_Shoup
Gustav Tilmann;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Gustav_Tilmann
Osama Bin Laden;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Osama_Bin_Laden
Peter Bromhead;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Peter_Bromhead
Alan Cheetham;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Alan_Cheetham
Javier Cuadros;;own_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Javier_Cuadros
